id,customer_name,sentiment,csat_score,call_timestamp,day,reason,city,state,channel,response_time,call duration in minutes,call_center
OHY-99245841-1-801698-al,Aigneis Davydochkin,Very Negative,4,10/20/2020,20,Billing Question,Springfield,Massachusetts,Email,Below SLA,38,Baltimore/MD
BGZ-56120028-8-296110-oz,Jefferson Vibert,Negative,,10/10/2020,10,Billing Question,New Orleans,Louisiana,Call-Center,Within SLA,6,Baltimore/MD
CGJ-81171619-U-075982-yn,Filberto Gwynne,Negative,,10/27/2020,27,Billing Question,San Jose,California,Web,Within SLA,33,Baltimore/MD
QIE-71032254-k-783704-TB,Janene Wayt,Neutral,,10/25/2020,25,Billing Question,Orange,California,Call-Center,Above SLA,16,Baltimore/MD
CSB-26544902-C-571229-ck,Charlotte Storrar,Negative,,10/7/2020,7,Billing Question,Los Angeles,California,Web,Above SLA,9,Baltimore/MD
JGE-42007760-Q-771698-d3,Otis Kimmitt,Positive,,10/5/2020,5,Billing Question,Youngstown,Ohio,Web,Below SLA,42,Chicago/IL
NNV-15011605-6-908174-q7,Florencia Selman,Negative,,10/3/2020,3,Billing Question,Greeley,Colorado,Chatbot,Within SLA,36,Baltimore/MD
UZI-72723786-k-791144-uf,Beau Perryn,Neutral,5,10/4/2020,4,Billing Question,Bellevue,Washington,Web,Within SLA,16,Baltimore/MD
QCT-66400209-g-825617-0c,Brendis Caro,Very Negative,,10/25/2020,25,Billing Question,Boca Raton,Florida,Web,Above SLA,31,Los Angeles/CA
SNG-86922697-6-349995-id,Lazaro Beeby,Negative,6,10/2/2020,2,Payments,Augusta,Georgia,Call-Center,Within SLA,26,Chicago/IL
PKH-03058152-D-725692-Y5,Lawrence Methringham,Neutral,,10/20/2020,20,Billing Question,Corona,California,Email,Within SLA,38,Baltimore/MD
UGR-31141179-3-309934-o6,Carrie Edess,Negative,,10/16/2020,16,Billing Question,Phoenix,Arizona,Chatbot,Within SLA,10,Los Angeles/CA
JJN-29621367-I-168186-c5,Emogene Howse,Neutral,6,10/10/2020,10,Billing Question,Houston,Texas,Web,Within SLA,34,Baltimore/MD
HOE-54326219-V-890837-4U,Wolf Wreath,Negative,,10/5/2020,5,Payments,Seattle,Washington,Call-Center,Within SLA,43,Los Angeles/CA
MWD-66293506-K-323798-JQ,Virgina Moff,Positive,7,10/16/2020,16,Service Outage,Oakland,California,Chatbot,Within SLA,25,Chicago/IL
GTO-21076153-S-298549-Y3,Thorpe Tapin,Negative,,10/13/2020,13,Billing Question,Gilbert,Arizona,Web,Within SLA,13,Chicago/IL
PVN-29106263-e-837120-5K,Jake Johantges,Very Positive,9,10/21/2020,21,Billing Question,Largo,Florida,Web,Below SLA,42,Baltimore/MD
XLD-65091951-U-594801-aD,Korella Kubasek,Negative,3,10/18/2020,18,Billing Question,Panama City,Florida,Call-Center,Above SLA,26,Chicago/IL
LDD-27490229-V-866822-vs,Stoddard Franschini,Negative,6,10/28/2020,28,Billing Question,San Antonio,Texas,Chatbot,Within SLA,31,Baltimore/MD
BEX-32247119-r-236256-yI,Laurene Dunstan,Positive,,10/16/2020,16,Billing Question,Orange,California,Web,Within SLA,32,Los Angeles/CA
GRZ-28237917-m-661483-T0,Carlen Vedekhov,Negative,,10/28/2020,28,Service Outage,Baltimore,Maryland,Email,Within SLA,22,Denver/CO
VNP-66896717-x-349155-V9,Virgilio Seedman,Neutral,7,10/10/2020,10,Billing Question,New York City,New York,Web,Within SLA,6,Baltimore/MD
EFH-39643286-L-759619-p8,Mathew Lambshine,Neutral,,10/19/2020,19,Billing Question,Chesapeake,Virginia,Chatbot,Below SLA,22,Chicago/IL
DRU-24824208-5-457732-gK,Shannon Penn,Negative,,10/26/2020,26,Billing Question,Honolulu,Hawaii,Web,Within SLA,13,Los Angeles/CA
TKS-60213089-4-797260-vU,Conni Pocke,Positive,,10/15/2020,15,Billing Question,Houston,Texas,Web,Within SLA,14,Baltimore/MD
HPT-96685715-z-202219-vv,Rodney Vurley,Very Positive,,10/5/2020,5,Billing Question,Los Angeles,California,Chatbot,Below SLA,8,Los Angeles/CA
NRK-21824086-W-379924-lC,Ella Benasik,Negative,,10/12/2020,12,Billing Question,Augusta,Georgia,Web,Below SLA,31,Baltimore/MD
PBI-48077873-s-581044-g4,Sallee Stephenson,Very Negative,,10/19/2020,19,Billing Question,Norfolk,Virginia,Email,Within SLA,23,Los Angeles/CA
BKN-44636172-t-940879-98,Truda Bamber,Neutral,,10/18/2020,18,Billing Question,Tucson,Arizona,Email,Within SLA,12,Chicago/IL
TVR-80445725-R-494925-o5,Rhianna Asipenko,Very Negative,,10/19/2020,19,Billing Question,Aurora,Colorado,Email,Above SLA,28,Baltimore/MD
NJS-87628079-P-685584-80,See Burborough,Very Negative,,10/16/2020,16,Billing Question,Salinas,California,Web,Within SLA,9,Chicago/IL
HRW-81971529-5-278647-N3,Ellissa Bexley,Positive,,10/15/2020,15,Service Outage,Long Beach,California,Chatbot,Within SLA,34,Baltimore/MD
KUQ-11606271-h-003024-9T,Armand Hutten,Negative,,10/12/2020,12,Payments,Des Moines,Iowa,Call-Center,Within SLA,19,Los Angeles/CA
MFM-40168267-a-853869-qv,Dollie Hanton,Negative,,10/16/2020,16,Billing Question,Houston,Texas,Web,Within SLA,45,Los Angeles/CA
MAQ-42287325-2-104294-45,Joan Zimmerman,Very Negative,,10/14/2020,14,Billing Question,Houston,Texas,Web,Below SLA,9,Chicago/IL
VFR-10623951-8-567706-rN,Rebekkah Brunstan,Negative,,10/11/2020,11,Billing Question,Jefferson City,Missouri,Chatbot,Within SLA,24,Chicago/IL
KGF-00817459-G-836068-sp,Edi Renon,Positive,,10/19/2020,19,Billing Question,Indianapolis,Indiana,Email,Below SLA,19,Los Angeles/CA
UOI-24569297-n-095315-us,Elbertine Warmington,Positive,9,10/15/2020,15,Billing Question,Columbus,Mississippi,Call-Center,Within SLA,20,Baltimore/MD
NWZ-62899259-a-689732-kp,Hans Fearnyhough,Neutral,7,10/23/2020,23,Billing Question,Portland,Oregon,Email,Below SLA,12,Los Angeles/CA
GKL-60887503-a-482225-yg,Jacques Peverell,Negative,,10/16/2020,16,Billing Question,Saint Louis,Missouri,Call-Center,Within SLA,8,Baltimore/MD
UXH-19429584-i-472188-9G,Lancelot O'Leahy,Very Negative,,10/13/2020,13,Billing Question,Carson City,Nevada,Call-Center,Within SLA,33,Los Angeles/CA
MJA-51730393-c-844155-0Q,Nate Valler,Negative,4,10/25/2020,25,Payments,Cleveland,Ohio,Call-Center,Within SLA,35,Chicago/IL
KRQ-37077449-C-620350-IW,Audy Chyuerton,Very Positive,9,10/1/2020,1,Payments,Corpus Christi,Texas,Call-Center,Within SLA,13,Los Angeles/CA
GPN-01517037-r-160240-Gd,Corny Shipperbottom,Positive,,10/26/2020,26,Billing Question,New Orleans,Louisiana,Chatbot,Above SLA,10,Baltimore/MD
KAT-45613266-L-443577-Zw,Blake Skitch,Very Negative,3,10/17/2020,17,Billing Question,Evansville,Indiana,Email,Within SLA,38,Chicago/IL
JFU-01605066-4-143828-No,Eduino Halvosen,Negative,,10/27/2020,27,Billing Question,Albany,New York,Call-Center,Below SLA,39,Chicago/IL
YTH-75011893-W-120351-HI,Kaiser Skeemor,Negative,6,10/14/2020,14,Billing Question,Olympia,Washington,Web,Within SLA,19,Los Angeles/CA
AMG-60393756-9-539565-0B,Joyous Simonite,Neutral,,10/27/2020,27,Service Outage,Dallas,Texas,Chatbot,Below SLA,28,Baltimore/MD
EDN-48999398-F-629907-U6,Alfonse Maith,Negative,,10/7/2020,7,Billing Question,Lincoln,Nebraska,Chatbot,Within SLA,8,Los Angeles/CA
IAG-92197754-8-921668-n0,Joana Rosenzwig,Very Positive,,10/28/2020,28,Payments,Beaufort,South Carolina,Call-Center,Within SLA,39,Denver/CO
GQJ-01340714-d-862240-5a,Clayborn Dacre,Negative,6,10/6/2020,6,Billing Question,Tulsa,Oklahoma,Email,Within SLA,39,Baltimore/MD
NOV-95166366-V-753369-Fm,Cobb Thomasson,Negative,,10/17/2020,17,Billing Question,Richmond,Virginia,Call-Center,Within SLA,6,Los Angeles/CA
VLH-65571975-z-126511-66,Valerye Mearns,Very Positive,,10/7/2020,7,Billing Question,Wichita,Kansas,Email,Above SLA,43,Baltimore/MD
EHD-07501777-s-361076-rG,Veronika Fryers,Neutral,,10/22/2020,22,Payments,Boise,Idaho,Call-Center,Within SLA,41,Los Angeles/CA
FZP-23434179-n-385689-mf,Nanine Silverwood,Very Positive,9,10/1/2020,1,Billing Question,Seattle,Washington,Email,Below SLA,18,Los Angeles/CA
RPK-41942806-1-481018-d1,Theodoric Pinney,Neutral,,10/28/2020,28,Billing Question,Muncie,Indiana,Call-Center,Within SLA,34,Los Angeles/CA
SMX-52055136-e-322408-zF,Prent Abbes,Negative,,10/20/2020,20,Payments,Los Angeles,California,Call-Center,Below SLA,40,Baltimore/MD
JLU-48334657-O-432788-dB,Ingaberg Carnson,Positive,8,10/15/2020,15,Service Outage,Newark,New Jersey,Email,Below SLA,6,Baltimore/MD
TZL-32507073-v-928367-7z,Findley Haton,Negative,,10/12/2020,12,Service Outage,Concord,California,Chatbot,Below SLA,10,Los Angeles/CA
BTV-20557111-Y-937720-q3,Dael Kinavan,Neutral,,10/22/2020,22,Billing Question,Pasadena,California,Call-Center,Below SLA,10,Los Angeles/CA
LPK-30222914-s-188551-Bj,Kevyn Couling,Negative,,10/3/2020,3,Billing Question,Knoxville,Tennessee,Email,Below SLA,19,Baltimore/MD
GAY-17430579-6-516811-JR,Salomon Maulden,Negative,,10/27/2020,27,Service Outage,White Plains,New York,Chatbot,Within SLA,30,Chicago/IL
UKV-87994175-D-816599-YZ,Trstram Ketchen,Positive,,10/6/2020,6,Payments,Corpus Christi,Texas,Call-Center,Within SLA,26,Denver/CO
PXZ-81590317-6-534862-Uv,Johnathon Slafford,Negative,,10/11/2020,11,Billing Question,Arlington,Texas,Email,Below SLA,13,Los Angeles/CA
DKN-60640647-a-778791-OR,Mariquilla Kubczak,Negative,,10/12/2020,12,Billing Question,Loretto,Minnesota,Email,Below SLA,28,Baltimore/MD
IBC-32535521-h-786024-L8,Nonie Norval,Positive,7,10/3/2020,3,Billing Question,Buffalo,New York,Web,Below SLA,39,Baltimore/MD
ZZR-12237119-4-993473-jO,Emeline Schubuser,Very Negative,,10/24/2020,24,Payments,Green Bay,Wisconsin,Call-Center,Within SLA,25,Los Angeles/CA
WAD-39541693-S-552582-eO,Miller Eskriet,Negative,,10/11/2020,11,Service Outage,Pasadena,Texas,Email,Below SLA,45,Denver/CO
GQF-40487457-q-765781-MJ,Brinna Kahane,Very Negative,,10/26/2020,26,Billing Question,Las Cruces,New Mexico,Web,Above SLA,26,Denver/CO
YXJ-37708085-O-571262-qW,Leslie Beckham,Very Positive,,10/26/2020,26,Billing Question,Phoenix,Arizona,Call-Center,Within SLA,22,Baltimore/MD
HTN-68450228-A-126065-mY,Syd Chevins,Negative,,10/27/2020,27,Billing Question,Arlington,Virginia,Email,Within SLA,30,Baltimore/MD
ZYI-78027632-A-210878-pQ,Witty Peverell,Negative,4,10/21/2020,21,Billing Question,Lehigh Acres,Florida,Email,Within SLA,5,Baltimore/MD
QJC-17755364-k-821434-Fy,Lloyd Ottiwill,Negative,,10/5/2020,5,Billing Question,Buffalo,New York,Email,Within SLA,15,Baltimore/MD
EPV-82251974-P-421081-5D,Trent Fellenor,Very Positive,,10/2/2020,2,Billing Question,Houston,Texas,Web,Below SLA,25,Los Angeles/CA
XVT-61183779-K-405306-UD,Nathanil Hiseman,Very Negative,,10/5/2020,5,Billing Question,Kansas City,Missouri,Call-Center,Within SLA,39,Denver/CO
EAV-98125895-n-678497-46,Shani De Hooge,Negative,4,10/3/2020,3,Payments,Washington,District of Columbia,Call-Center,Above SLA,19,Los Angeles/CA
UAJ-95880322-x-935133-6Q,Stillmann Denekamp,Negative,4,10/7/2020,7,Billing Question,Gaithersburg,Maryland,Call-Center,Above SLA,7,Chicago/IL
OWF-03848357-K-924861-AG,Lorena Muslim,Negative,3,10/4/2020,4,Billing Question,High Point,North Carolina,Chatbot,Within SLA,36,Chicago/IL
BKK-85491104-Y-947360-CC,Cecelia Dalgarnocht,Negative,,10/26/2020,26,Billing Question,Gainesville,Florida,Chatbot,Within SLA,28,Chicago/IL
PPQ-00448649-D-363249-Qy,Cosetta Grindall,Very Positive,,10/22/2020,22,Billing Question,Pittsburgh,Pennsylvania,Web,Within SLA,28,Los Angeles/CA
TAH-81740788-5-668509-cQ,Julienne Windress,Negative,,10/2/2020,2,Billing Question,Hartford,Connecticut,Web,Below SLA,44,Los Angeles/CA
VKK-27161724-d-175221-ul,Justinn Pawle,Neutral,,10/18/2020,18,Billing Question,Winston Salem,North Carolina,Chatbot,Within SLA,14,Denver/CO
KYC-13440988-l-846357-1T,Evin Affleck,Very Positive,,10/13/2020,13,Billing Question,Nashville,Tennessee,Chatbot,Within SLA,42,Los Angeles/CA
WLQ-20335258-h-730986-VP,Carlee Shevelin,Very Negative,,10/3/2020,3,Billing Question,Boca Raton,Florida,Chatbot,Within SLA,45,Chicago/IL
QYF-14022260-3-127511-kq,Stanislaw Howie,Very Negative,,10/18/2020,18,Billing Question,Buffalo,New York,Web,Below SLA,10,Los Angeles/CA
PLM-66963050-u-541419-GS,Roseanna MacCosty,Very Negative,3,10/26/2020,26,Billing Question,Inglewood,California,Web,Within SLA,22,Chicago/IL
AGB-90847640-T-344401-6X,Madlen Stannus,Positive,9,10/5/2020,5,Payments,Petaluma,California,Call-Center,Below SLA,32,Los Angeles/CA
APY-24977415-r-720248-3w,Nonnah Oloshin,Neutral,5,10/26/2020,26,Payments,Norfolk,Virginia,Call-Center,Within SLA,15,Chicago/IL
ELF-88701394-5-755165-G5,Becki Wickersley,Very Negative,3,10/23/2020,23,Billing Question,Carson City,Nevada,Web,Below SLA,20,Los Angeles/CA
LCY-01318189-p-466473-H0,Lindy Beddall,Very Negative,,10/8/2020,8,Payments,Des Moines,Iowa,Call-Center,Within SLA,16,Los Angeles/CA
EOL-67854725-9-970351-8p,Josh Passfield,Neutral,,10/29/2020,29,Billing Question,Evanston,Illinois,Web,Within SLA,41,Chicago/IL
TNH-15879838-J-291998-Kz,Merilee Corben,Negative,,10/22/2020,22,Service Outage,Wichita,Kansas,Web,Within SLA,5,Los Angeles/CA
TRV-62219309-m-940093-E0,Consalve Dealy,Neutral,,10/15/2020,15,Payments,San Francisco,California,Call-Center,Below SLA,42,Los Angeles/CA
UVT-93838516-Z-146223-YL,Doreen Noyce,Neutral,5,10/21/2020,21,Billing Question,Amarillo,Texas,Email,Below SLA,32,Baltimore/MD
ADH-19274891-H-651209-HD,Dewey Lemmer,Positive,,10/12/2020,12,Billing Question,Miami,Florida,Email,Within SLA,11,Los Angeles/CA
SYR-65012591-Y-646885-Pb,Catarina Cayette,Negative,,10/16/2020,16,Billing Question,Van Nuys,California,Web,Below SLA,29,Baltimore/MD
RVX-69895395-e-286727-MU,Adolpho Stubbings,Negative,5,10/15/2020,15,Billing Question,Lansing,Michigan,Web,Within SLA,5,Los Angeles/CA
OLV-24145481-T-983091-KE,Mufi Dilon,Very Negative,,10/8/2020,8,Billing Question,Peoria,Illinois,Email,Above SLA,29,Los Angeles/CA
PLN-19435592-Q-125734-lU,Billie Chilver,Very Positive,,10/3/2020,3,Billing Question,Mobile,Alabama,Web,Within SLA,13,Baltimore/MD
DWF-62142261-o-392371-aL,Shirleen Batrip,Negative,4,10/3/2020,3,Payments,San Jose,California,Call-Center,Within SLA,36,Los Angeles/CA
MTK-04518902-f-150961-38,Meredith Cawthry,Neutral,,10/25/2020,25,Service Outage,Long Beach,California,Email,Below SLA,41,Los Angeles/CA
XTN-32635168-n-781299-xg,Ki Salatino,Very Positive,10,10/22/2020,22,Billing Question,Austin,Texas,Email,Within SLA,37,Los Angeles/CA
HNC-46953600-F-221201-Sy,Allie Tuson,Negative,6,10/17/2020,17,Billing Question,North Las Vegas,Nevada,Chatbot,Below SLA,38,Los Angeles/CA
ISB-83239263-L-116394-Gy,Phillie Axston,Neutral,,10/23/2020,23,Billing Question,Baltimore,Maryland,Call-Center,Within SLA,30,Chicago/IL
DTN-07119247-k-941839-AV,Germayne Aslott,Positive,8,10/6/2020,6,Billing Question,Colorado Springs,Colorado,Web,Below SLA,9,Chicago/IL
SCP-01205090-F-488680-Gc,Haily Rubens,Negative,4,10/24/2020,24,Service Outage,Carol Stream,Illinois,Web,Within SLA,29,Baltimore/MD
HHT-87435983-W-355140-U8,Ulric McCrann,Neutral,,10/14/2020,14,Billing Question,Dallas,Texas,Email,Within SLA,39,Baltimore/MD
LOU-80218113-j-569997-Kr,North Bolt,Very Negative,2,10/20/2020,20,Billing Question,Mesquite,Texas,Chatbot,Within SLA,29,Baltimore/MD
SOO-12233908-B-121101-DZ,Pammie Edser,Negative,4,10/12/2020,12,Billing Question,Saint Paul,Minnesota,Web,Within SLA,35,Los Angeles/CA
PEH-05548112-g-095389-wo,Paddy Sabate,Neutral,8,10/7/2020,7,Billing Question,Atlanta,Georgia,Web,Within SLA,5,Baltimore/MD
FFP-30644756-J-954573-eE,Angel Rhodes,Very Negative,,10/28/2020,28,Payments,Abilene,Texas,Call-Center,Above SLA,44,Los Angeles/CA
FEO-08763642-l-596178-zy,Mirabel Rispine,Negative,6,10/18/2020,18,Billing Question,Fort Wayne,Indiana,Call-Center,Within SLA,22,Chicago/IL
LFF-53962347-A-931652-I0,Ashla Westwick,Negative,,10/6/2020,6,Billing Question,Birmingham,Alabama,Chatbot,Below SLA,24,Chicago/IL
GRG-45308313-A-738217-nJ,Derby Basterfield,Negative,6,10/17/2020,17,Billing Question,Los Angeles,California,Email,Within SLA,44,Los Angeles/CA
VSD-13071815-x-312867-Vu,Randall Niblett,Very Positive,,10/21/2020,21,Billing Question,Austin,Texas,Email,Within SLA,36,Los Angeles/CA
JPF-33720733-n-979486-qg,Guenevere Rathke,Neutral,,10/2/2020,2,Billing Question,Milwaukee,Wisconsin,Web,Within SLA,35,Los Angeles/CA
CQL-83512580-6-386501-9t,Haskell Culshaw,Positive,,10/15/2020,15,Billing Question,Des Moines,Iowa,Call-Center,Above SLA,30,Los Angeles/CA
CGO-33246867-d-158425-ik,Christi Swapp,Negative,,10/28/2020,28,Billing Question,Amarillo,Texas,Email,Below SLA,9,Baltimore/MD
YNJ-88191511-t-392386-be,Otha de Werk,Positive,8,10/5/2020,5,Billing Question,Macon,Georgia,Chatbot,Above SLA,31,Baltimore/MD
MIL-46378785-r-856065-P4,Alejandro Undrill,Very Positive,,10/1/2020,1,Service Outage,Clearwater,Florida,Chatbot,Within SLA,5,Baltimore/MD
ZGS-92479363-u-066691-aA,Melloney Malyon,Very Positive,,10/18/2020,18,Billing Question,Memphis,Tennessee,Email,Below SLA,43,Baltimore/MD
XVB-55240170-u-571761-VE,Karalynn Finders,Neutral,,10/15/2020,15,Billing Question,Mobile,Alabama,Chatbot,Above SLA,10,Los Angeles/CA
XVZ-51185637-B-305601-q0,Gale Apps,Neutral,,10/4/2020,4,Billing Question,Albany,New York,Email,Within SLA,12,Los Angeles/CA
BHH-20047105-9-082907-xc,Rozina Goudy,Very Positive,10,10/25/2020,25,Billing Question,Levittown,Pennsylvania,Call-Center,Within SLA,25,Los Angeles/CA
HMJ-60892749-y-534214-d7,Marne Spincke,Very Negative,2,10/2/2020,2,Billing Question,Danbury,Connecticut,Chatbot,Within SLA,34,Los Angeles/CA
EKF-29579614-6-729519-fo,Jeana Cathesyed,Positive,,10/26/2020,26,Billing Question,Montgomery,Alabama,Chatbot,Within SLA,6,Los Angeles/CA
FAY-56350822-I-998697-y0,Catharina Mowday,Very Negative,,10/6/2020,6,Billing Question,Santa Barbara,California,Chatbot,Within SLA,30,Los Angeles/CA
ELH-20247345-1-431540-bK,Selby Shemelt,Negative,,10/21/2020,21,Billing Question,Vero Beach,Florida,Web,Within SLA,24,Baltimore/MD
LQR-85902396-t-895964-Ju,Theo Raycroft,Negative,,10/7/2020,7,Billing Question,Montpelier,Vermont,Web,Within SLA,42,Los Angeles/CA
BQJ-20087657-H-106584-FP,Noelani Wynne,Positive,,10/16/2020,16,Billing Question,Hartford,Connecticut,Call-Center,Above SLA,43,Denver/CO
CZH-93906165-O-573533-pD,Derril Reiach,Negative,,10/7/2020,7,Payments,Sioux Falls,South Dakota,Call-Center,Above SLA,45,Los Angeles/CA
EIV-13932506-2-481720-UA,Amory Fonzo,Neutral,,10/19/2020,19,Service Outage,Cedar Rapids,Iowa,Email,Below SLA,25,Los Angeles/CA
DLN-17348119-B-536268-U3,Manda Rees,Neutral,,10/2/2020,2,Billing Question,Washington,District of Columbia,Email,Within SLA,31,Baltimore/MD
SEX-72103582-b-708150-1t,Jammie Dulake,Positive,,10/18/2020,18,Billing Question,El Paso,Texas,Email,Within SLA,10,Baltimore/MD
XCI-43615832-C-639322-9a,Osbourn Victor,Neutral,8,10/11/2020,11,Billing Question,Portland,Oregon,Chatbot,Below SLA,33,Baltimore/MD
NUN-62198423-m-578418-sp,Averyl Scudder,Negative,,10/5/2020,5,Service Outage,Naples,Florida,Chatbot,Below SLA,22,Chicago/IL
HJY-69136682-d-414830-ko,Brodie Yearron,Negative,3,10/5/2020,5,Billing Question,Washington,District of Columbia,Email,Within SLA,12,Los Angeles/CA
HXO-74736053-x-758654-M6,Michel Cordrey,Very Negative,1,10/1/2020,1,Billing Question,Schenectady,New York,Chatbot,Within SLA,42,Los Angeles/CA
TSA-82643726-C-993295-Gi,Rubie Bleibaum,Negative,4,10/17/2020,17,Billing Question,New Orleans,Louisiana,Web,Within SLA,45,Los Angeles/CA
VCO-98511726-e-765602-rh,Min Leathers,Neutral,6,10/6/2020,6,Service Outage,Rockford,Illinois,Email,Below SLA,31,Baltimore/MD
BTE-27678148-H-740009-mm,Edith Jaggi,Positive,,10/28/2020,28,Billing Question,Dallas,Texas,Call-Center,Within SLA,9,Baltimore/MD
JGC-88510373-F-847965-VO,Dulci Grimstead,Very Negative,,10/8/2020,8,Billing Question,Washington,District of Columbia,Web,Within SLA,23,Chicago/IL
DJA-64639502-o-447545-9E,Palm Lannon,Negative,6,10/28/2020,28,Billing Question,Anchorage,Alaska,Chatbot,Within SLA,37,Chicago/IL
VTY-16876821-N-312349-8R,Samuele O'Carrol,Negative,,10/16/2020,16,Billing Question,Albuquerque,New Mexico,Call-Center,Within SLA,17,Baltimore/MD
FWR-58112887-j-072715-i5,Sadella Oehm,Positive,7,10/26/2020,26,Billing Question,Honolulu,Hawaii,Chatbot,Within SLA,28,Los Angeles/CA
YOT-53122632-R-315703-go,Hazel Bruffell,Negative,,10/1/2020,1,Payments,Tulsa,Oklahoma,Call-Center,Within SLA,16,Los Angeles/CA
NRG-63885312-6-290239-fA,Mara Risley,Neutral,,10/20/2020,20,Billing Question,Evansville,Indiana,Email,Below SLA,40,Baltimore/MD
ZCS-66703867-Z-545302-6G,Shaylah Fawdrey,Negative,,10/6/2020,6,Billing Question,North Port,Florida,Chatbot,Within SLA,23,Los Angeles/CA
QZN-77946601-w-043256-AW,Wilone McGarvey,Neutral,8,10/2/2020,2,Billing Question,Springfield,Virginia,Email,Within SLA,26,Denver/CO
FOH-81803007-K-277795-3i,Eada Strase,Negative,,10/24/2020,24,Payments,Amarillo,Texas,Call-Center,Above SLA,32,Chicago/IL
TKZ-79833350-v-065467-tB,Sholom Petworth,Negative,,10/15/2020,15,Billing Question,San Diego,California,Chatbot,Below SLA,24,Chicago/IL
XOZ-51806406-b-806609-kG,Florentia End,Negative,,10/20/2020,20,Billing Question,White Plains,New York,Chatbot,Within SLA,37,Chicago/IL
BGK-73980246-u-224074-Ms,Nicolette Beddo,Very Positive,,10/9/2020,9,Billing Question,New Castle,Pennsylvania,Web,Below SLA,22,Los Angeles/CA
CIT-26999003-2-203338-D8,Reade Scown,Negative,3,10/1/2020,1,Service Outage,Omaha,Nebraska,Web,Within SLA,31,Los Angeles/CA
UXY-67617319-u-036851-cH,Jermain Bellingham,Positive,8,10/18/2020,18,Billing Question,Memphis,Tennessee,Email,Within SLA,32,Los Angeles/CA
TBV-51451357-Z-128948-in,Meg Thynn,Neutral,,10/22/2020,22,Billing Question,Virginia Beach,Virginia,Web,Within SLA,5,Baltimore/MD
HFE-16144881-Y-662585-Ww,Caresse Volkes,Very Negative,,10/20/2020,20,Payments,Washington,District of Columbia,Call-Center,Below SLA,13,Los Angeles/CA
ZGD-62427259-l-661958-VU,Vinny Renard,Negative,3,10/18/2020,18,Billing Question,Austin,Texas,Call-Center,Within SLA,7,Los Angeles/CA
DCF-36923273-I-453554-vm,Stanislaus Fleet,Very Negative,1,10/26/2020,26,Billing Question,Staten Island,New York,Email,Within SLA,18,Baltimore/MD
AUV-77166722-W-441372-SV,Rodolphe Rosbottom,Negative,4,10/12/2020,12,Billing Question,Atlanta,Georgia,Email,Within SLA,16,Denver/CO
EML-59983313-9-015605-QK,Justine Richter,Very Negative,,10/25/2020,25,Billing Question,Topeka,Kansas,Call-Center,Within SLA,19,Los Angeles/CA
OQJ-81378546-O-291363-vL,Thorsten Bedson,Negative,4,10/27/2020,27,Payments,Pasadena,California,Call-Center,Within SLA,19,Baltimore/MD
UVN-73019824-h-957916-uR,Ashlee Heathfield,Very Negative,,10/13/2020,13,Billing Question,Tampa,Florida,Call-Center,Within SLA,21,Chicago/IL
ZJU-65155645-A-151293-5d,Gunilla Seabon,Negative,4,10/12/2020,12,Billing Question,Stockton,California,Email,Within SLA,24,Chicago/IL
EJJ-79477767-6-702121-eo,Keelby Ailward,Very Positive,,10/8/2020,8,Billing Question,Fresno,California,Chatbot,Within SLA,35,Los Angeles/CA
SYU-73060431-Z-437906-3w,Pearce Cicconetti,Neutral,,10/13/2020,13,Service Outage,Mobile,Alabama,Chatbot,Below SLA,18,Chicago/IL
ZPQ-04066728-N-021724-vo,Gabbie Ruste,Very Positive,10,10/3/2020,3,Payments,Toledo,Ohio,Call-Center,Below SLA,33,Denver/CO
EJM-15828251-B-771481-We,Jammal Cusick,Very Negative,4,10/16/2020,16,Payments,Springfield,Massachusetts,Call-Center,Within SLA,41,Los Angeles/CA
ELJ-42490023-d-795074-8Z,Randal Croydon,Negative,,10/24/2020,24,Billing Question,Salt Lake City,Utah,Web,Within SLA,39,Denver/CO
ZFR-55561071-O-351144-0j,Mylo Rowlin,Negative,,10/4/2020,4,Service Outage,Durham,North Carolina,Chatbot,Below SLA,14,Los Angeles/CA
OMH-81450568-O-526229-73,Zachary Bashford,Positive,,10/9/2020,9,Billing Question,Fayetteville,North Carolina,Email,Within SLA,26,Los Angeles/CA
TWZ-87212296-b-290016-DX,Eliot Mundell,Negative,,10/30/2020,30,Billing Question,Mobile,Alabama,Email,Within SLA,32,Baltimore/MD
DSN-02589401-w-996183-cK,Cecelia Clacson,Negative,4,10/19/2020,19,Service Outage,Jamaica,New York,Web,Above SLA,17,Baltimore/MD
CGE-90048601-s-413999-b4,Virgilio Coweuppe,Negative,,10/5/2020,5,Billing Question,Boston,Massachusetts,Chatbot,Within SLA,31,Baltimore/MD
BHP-62767768-P-605539-CN,Brandise Gookes,Neutral,,10/26/2020,26,Billing Question,Cleveland,Ohio,Chatbot,Within SLA,31,Los Angeles/CA
XRK-34323821-S-067077-Ms,Joanie Isley,Very Positive,10,10/17/2020,17,Billing Question,Louisville,Kentucky,Email,Within SLA,5,Los Angeles/CA
AGL-18926193-m-791969-dh,Charity Costar,Negative,,10/23/2020,23,Billing Question,Palo Alto,California,Call-Center,Within SLA,45,Baltimore/MD
WDO-86113524-a-927057-gK,Eal Breed,Negative,,10/15/2020,15,Billing Question,Murfreesboro,Tennessee,Web,Within SLA,40,Los Angeles/CA
